Tokens,Entities
ⲛⲧⲉⲣ ⲟⲩ ⲥⲱⲧⲙ ⲇⲉ ⲛϭⲓ ⲛⲉϥ ⲣⲱⲙⲉ ⲁ ⲩ ⲉⲓ ⲉⲃⲟⲗ ⲉ ⲁⲙⲁϩⲧⲉ ⲙⲙⲟ ϥ ⲛⲉ ⲩ ϫⲱ ⲅⲁⲣ ⲙⲙⲟ ⲥ ϫⲉ ⲁ ⲡⲉϥ ϩⲏⲧ ⲡⲱϣ ⲥ .,O O O O O person person O O O O O O O O O O O O O O O O abstract abstract O O O
ⲁⲩⲱ ⲛⲉ ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲛⲧ ⲁ ⲩ ⲉⲓ ⲉⲃⲟⲗ ϩⲛ ⲧ ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ ⲛⲉ ⲩ ϫⲱ ⲙⲙⲟ ⲥ ϫⲉ ⲉⲣⲉ ⲃⲉⲉⲗⲍⲉⲃⲟⲩⲗ ⲛⲙⲙⲁ ϥ ⲁⲩⲱ ϩⲙ ⲡ ⲁⲣⲭⲱⲛ ⲛ ⲛ ⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲉ ϥ ⲛⲉϫ ⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲉⲃⲟⲗ,O person person O O O O O O place-Jerusalem place-Jerusalem O O O O O O O person-Beelzebub O O O O person O O person person O O O person O
ⲁ ϥ ⲙⲟⲩⲧⲉ ⲇⲉ ⲉⲣⲟ ⲟⲩ ⲁ ϥ ϣⲁϫⲉ ⲛⲙⲙⲁ ⲩ ϩⲛ ϩⲉⲛ ⲡⲁⲣⲁⲃⲟⲗⲏ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ϫⲉ ⲛ ⲁϣ ⲛ ϩⲉ ⲡ ⲥⲁⲧⲁⲛⲁⲥ ϥ ⲛⲁ ⲛⲉϫ ⲡ ⲥⲁⲧⲁⲛⲁⲥ ⲉⲃⲟⲗ,O O O O O O O O O O O O abstract abstract O O O O O O O O O O person-Satan person-Satan O O O person-Satan person-Satan O
ⲁⲩⲱ ⲉⲣϣⲁⲛ ⲟⲩ ⲙⲛⲧⲣⲣⲟ ⲡⲱⲣϫ ⲉ ⲛⲉⲥ ⲉⲣⲏⲩ ⲛ ⲥ ⲛⲁ ϣ ⲁϩⲉ ⲁⲛ ⲉⲣⲁⲧ ⲥ ⲛϭⲓ ⲧ ⲙⲛⲧⲣⲣⲟ ⲉⲧ ⲙⲙⲁⲩ .,O O place place O O O O O O O O O O O O O place O O place O
ⲁⲩⲱ ⲉⲣϣⲁⲛ ⲟⲩ ⲏⲓ ⲡⲱⲣϫ ⲉ ⲛⲉϥ ⲉⲣⲏⲩ ⲛⲛⲉ ϣ ⲡ ⲏⲓ ⲉⲧ ⲙⲙⲁⲩ ⲁϩⲉ ⲣⲁⲧ ϥ .,O O place place O O O O O O place O O place O O O O
ⲁⲩⲱ ⲉϣϫⲉ ⲡ ⲥⲁⲧⲁⲛⲁⲥ ⲁ ϥ ⲧⲱⲟⲩⲛ ⲛⲧⲟϥ ⲉϫⲱ ϥ ⲁⲩⲱ ⲁ ϥ ⲡⲱⲣϫ ⲛⲛⲉ ϥ ϣ ⲁϩⲉ ⲣⲁⲧ ϥ . ⲁⲗⲗⲁ ⲁ ⲧⲉϥ ϩⲁⲏ ϣⲱⲡⲉ .,O O person-Satan person-Satan O O O O O O O O O O O O O O O O O O O abstract abstract O O
ⲁⲗⲗⲁ ⲙⲛ ⲗⲁⲁⲩ ⲛⲁ ϣ ⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉ ⲡ ⲏⲓ ⲙ ⲡ ϫⲱⲱⲣⲉ ⲛ ϥ ⲧⲱⲣⲡ ⲛ ⲛⲉϥ ϩⲛⲁⲟⲩ ⲉ ϥ ⲧⲙ ⲙⲟⲩⲣ ⲛ ϣⲟⲣⲡ ⲙ ⲡ ϫⲱⲱⲣ . ⲁⲩⲱ ⲧⲟⲧⲉ ⲛ ϥ ⲧⲱⲣⲡ ⲙ ⲡⲉϥ ⲏⲓ .,O O person O O O O O place O O person person O O O O object object O O O O O O O person person O O O O O O O place place O
ϩⲁⲙⲏⲛ ϯ ϫⲱ ⲙⲙⲟ ⲥ ⲛⲏ ⲧⲛ ϫⲉ ⲛⲟⲃⲉ ⲛⲓⲙ ϩⲓ ⲟⲩⲁ ⲛⲓⲙ ⲉⲧ ⲟⲩ ⲛⲁ ϫⲟⲟ ⲩ ⲛϭⲓ ⲛ ϣⲏⲣⲉ ⲛ ⲛ ⲣⲱⲙⲉ ⲥⲉ ⲛⲁ ⲕⲁⲁ ⲩ ⲛⲁ ⲩ ⲉⲃⲟⲗ,O O O O O O O O abstract O O abstract O O O O O O O person O O person person O O O O O O O
ⲡ ⲉⲧ ⲛⲁ ϫⲓⲟⲩⲁ ⲇⲉ ⲉ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲉⲧ ⲟⲩⲁⲁⲃ ⲙⲙⲛⲧ ϥ ⲕⲱ ⲉⲃⲟⲗ ϣⲁ ⲉⲛⲉϩ ⲁⲗⲗⲁ ϥ ϭⲏⲡ ⲉ ⲩ ⲛⲟⲃⲉ ϣⲁ ⲉⲛⲉϩ .,person O O person O O person O O person O O abstract abstract O time O O O O abstract abstract O time O
ⲉⲃⲟⲗ ϫⲉ ⲥⲉ ϫⲱ ⲙⲙⲟ ⲥ ϫⲉ ⲟⲩ ⲡⲛⲉⲩⲙⲁ ⲛ ⲁⲕⲁⲑⲁⲣⲧⲟⲛ ⲛⲙⲙⲁ ϥ .,O O O O O O O person O O person O O O
ⲁⲩⲱ ⲁ ⲩ ⲉⲓ ⲛϭⲓ ⲧⲉϥ ⲙⲁⲁⲩ ⲙⲛ ⲛⲉϥ ⲥⲛⲏⲩ ⲁ ⲩ ⲁϩⲉ ⲣⲁⲧ ⲟⲩ ϩⲓⲃⲟⲗ ⲁⲩⲱ ⲁ ⲩ ϫⲟⲟⲩ ⲛⲁ ϥ ⲉϩⲟⲩⲛ ⲉ ⲩ ⲙⲟⲩⲧⲉ ⲉⲣⲟ ϥ,O O O O O person person O person person O O O O O O O O O O O O O O O O O O
ⲁⲩⲱ ⲛⲉ ϥ ϩⲙⲟⲟⲥ ϩⲙ ⲡⲉϥ ⲕⲱⲧⲉ ⲛϭⲓ ⲟⲩ ⲙⲏⲏϣⲉ ⲡⲉϫⲁ ⲩ ⲇⲉ ⲛⲁ ⲩ ϫⲉ ⲉⲓⲥ ⲧⲉⲕ ⲙⲁⲁⲩ ⲙⲛ ⲛⲉⲕ ⲥⲛⲏⲩ ⲥⲉ ⲕⲱⲧⲉ ⲛⲥⲱ ⲕ ϩⲓⲃⲟⲗ,O O O O O place place O person person O O O O O O O person person O person person O O O O O
ⲁ ϥ ⲟⲩⲱϣⲃ ⲇⲉ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ⲛⲁ ⲩ ϫⲉ ⲛⲓⲙ ⲧⲉ ⲧⲁ ⲙⲁⲁⲩ ⲁⲩⲱ ⲛⲓⲙ ⲛⲉ ⲛⲁ ⲥⲛⲏⲩ,O O O O O O O O O O O O O O person person O O O person person
ⲁ ϥ ϭⲱϣⲧ ⲉ ⲛ ⲉⲧ ⲙ ⲡⲉϥ ⲕⲱⲧⲉ ⲉⲧ ϩⲙⲟⲟⲥ ϩⲁϩⲧⲏ ϥ . ⲡⲉϫⲁ ϥ ϫⲉ ⲉⲓⲥ ⲧⲁ ⲙⲁⲁⲩ ⲁⲩⲱ ⲛⲁ ⲥⲛⲏⲩ .,O O O O person O O place place O O O person O O O O O person person O person person O
ⲡ ⲉⲧ ⲛⲁ ⲉⲓⲣⲉ ⲅⲁⲣ ⲙ ⲡ ⲟⲩⲱϣ ⲙ ⲡ ⲛⲟⲩⲧⲉ . ⲡⲁⲓ ⲡⲉ ⲡⲁ ⲥⲟⲛ ⲁⲩⲱ ⲧⲁ ⲥⲱⲛⲉ ⲁⲩⲱ ⲧⲁ ⲙⲁⲁⲩ .,person O O O O O abstract O O person person O person O person person O person person O person person O
ⲧ ⲁⲣⲭⲏ ⲙ ⲡ ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ ⲛ ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ [ ⲡ ϣⲏⲣⲉ ⲙ ⲡ ⲛⲟⲩⲧⲉ ] .,abstract O O abstract O O person-Jesus O O O O O O person person person-Jesus O
ⲕⲁⲧⲁ ⲡ ⲉⲧ ⲥⲏϩ ϩⲛ ⲏⲥⲁⲓⲁⲥ ⲡⲉ ⲡⲣⲟⲫⲏⲧⲏⲥ ϫⲉ ⲉⲓⲥ ϩⲏⲏⲧⲉ ϯ ⲛⲁ ϫⲉⲩ ⲡⲁ ⲁⲅⲅⲉⲗⲟⲥ ϩⲓ ϩⲏ ⲙⲙⲟ ⲕ ⲛ ϥ ⲥⲃⲧⲉ ⲧⲉⲕ ϩⲓⲏ .,O O O O O person-Isaiah O person-Isaiah O O O O O O person person O O O O O O O abstract abstract O
ⲡⲉ ϩⲣⲟⲟⲩ ⲙ ⲡ ⲉⲧ ⲱϣ ⲉⲃⲟⲗ ϩⲛ ⲧ ⲉⲣⲏⲙⲟⲥ ϫⲉ ⲥⲟⲩⲧⲛ ⲧⲉ ϩⲓⲏ ⲙ ⲡ ϫⲟⲉⲓⲥ ⲛ ⲧⲉⲧⲛ ⲥⲟⲩⲧⲛ ⲛⲉϥ ⲙⲟⲉⲓⲧ .,abstract O O O O O O O place place O O abstract O O person person O O O abstract abstract O
ⲁ ϥ ϣⲱⲡⲉ ⲇⲉ ⲛϭⲓ ⲓⲱϩⲁⲛⲛⲏⲥ ⲉ ϥ ϯⲃⲁⲡⲧⲓⲥⲙⲁ ⲙ ⲡ ϫⲁⲓⲉ ⲉ ϥ ⲕⲏⲣⲩⲥⲥⲉ ⲛ ⲟⲩ ⲃⲁⲡⲧⲓⲥⲙⲁ ⲙ ⲙⲉⲧⲁⲛⲟⲓⲁ ⲉ ⲡ ⲕⲱ ⲉⲃⲟⲗ ⲛ ⲛ ⲛⲟⲃⲉ .,O O O O O person-John_the_Baptist O O O O place place O O O O event O O abstract O abstract O O O abstract abstract O
ⲁⲩⲱ ⲁ ⲥ ⲃⲱⲕ ⲛⲁ ϥ ⲉⲃⲟⲗ ⲛϭⲓ ⲧⲉ ⲭⲱⲣⲁ ⲧⲏⲣ ⲥ ⲛ ⲧ ⲓⲟⲩⲇⲁⲓⲁ ⲛⲙ ⲛⲁ ⲧ ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ ⲧⲏⲣ ⲟⲩ ⲁ ⲩ ϫⲓⲃⲁⲡⲧⲓⲥⲙⲁ ⲛⲧⲟⲟⲧ ϥ ϩⲙ ⲡ ⲓⲟⲣⲇⲁⲛⲏⲥ ⲡ ⲓⲉⲣⲟ ⲉ ⲩ ⲉⲝⲟⲙⲟⲗⲟⲅⲓ ⲛ ⲛⲉⲩ ⲛⲟⲃⲉ .,O O O O O O O O place O O O O place-Judea place-Judea O person place-Jerusalem place-Jerusalem O person O O O O O O place-Jordan_River O O place-Jordan_River O O O O abstract abstract O
ⲁⲩⲱ ⲓⲱϩⲁⲛⲛⲏⲥ ⲛⲉⲣⲉ ϩⲉⲛ ϥⲱ ⲛ ϭⲁⲙⲟⲩⲗ ⲧⲟ ϩⲓⲱⲱ ϥ ⲉⲣⲉ ⲟⲩ ⲙⲟϫ ⲛ ϣⲁⲁⲣ ⲙⲏⲣ ⲉ ⲧⲉϥ ϯⲡⲉ . ⲉ ϥ ⲟⲩⲉⲙ ϣϫⲉ ϩⲓ ⲉⲃⲓⲱ ⲛ ϩⲟⲟⲩⲧ .,O person-John_the_Baptist O object O O animal O O O O O object O substance O O abstract abstract O O O O animal O substance O O O
ⲁⲩⲱ ⲛⲉ ϥ ⲧⲁϣⲉⲟⲉⲓϣ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ϫⲉ ϥ ⲛⲏⲩ ⲙⲛⲛⲥⲱ ⲓ ⲛϭⲓ ⲡ ⲉⲧ ϫⲟⲟⲣ ⲉⲣⲟ ⲓ ⲉ ⲁⲛⲅ ⲟⲩ ϩⲓⲕⲁⲛⲟⲥ ⲁⲛ ⲉ ⲡⲁϩⲧ ⲉ ⲃⲱⲗ ⲉⲃⲟⲗ ⲙ ⲡ ⲙⲟⲩⲥ ⲙ ⲡⲉϥ ⲧⲟⲟⲩⲉ .,O O O O O O O O O O O O O O O person O O O person O O person O O O O O O O O object O O object object O
ⲁⲛⲟⲕ ⲁ ⲓ ϯⲃⲁⲡⲧⲓⲥⲙⲁ ⲛⲏ ⲧⲛ ϩⲛ ⲟⲩ ⲙⲟⲟⲩ . ⲛⲧⲟϥ ⲇⲉ ⲉ ϥ ⲛⲁ ⲃⲁⲡⲧⲓⲍⲉ ⲙⲙⲱ ⲧⲛ ϩⲛ ⲟⲩ ⲡⲛⲉⲩⲙⲁ ⲉ ϥ ⲟⲩⲁⲁⲃ .,O O O O O O O substance substance O O O O O O O O O O abstract O O O abstract O
ⲁⲩⲱ ⲁ ⲥ ϣⲱⲡⲉ ϩⲛ ⲛⲉ ϩⲟⲟⲩ ⲉⲧ ⲙⲙⲁⲩ ⲁ ϥ ⲉⲓ ⲛϭⲓ ⲓⲏⲥⲟⲩⲥ ⲉⲃⲟⲗ ϩⲛ ⲛⲁⲍⲁⲣⲉⲑ ⲛⲧⲉ ⲧ ⲅⲁⲗⲓⲗⲁⲓⲁ ⲁⲩⲱ ⲁ ϥ ϫⲓⲃⲁⲡⲧⲓⲥⲙⲁ ϩⲙ ⲡ ⲓⲟⲣⲇⲁⲛⲏⲥ ⲛⲧⲛ ⲓⲱϩⲁⲛⲛⲏⲥ,O O O O O time O O time O O O O person-Jesus O O place-Nazareth O place-Galilee place-Galilee O O O O O place-Jordan_River place-Jordan_River O person-John_the_Baptist
ⲛ ⲧⲉ ⲩⲛⲟⲩ ⲇⲉ ⲉ ϥ ⲛⲏⲩ ⲉϩⲣⲁⲓ ⲙ ⲡ ⲙⲟⲟⲩ ⲁ ϥ ⲛⲁⲩ ⲉ ⲙ ⲡⲏⲩⲉ ⲉ ⲁ ⲩ ⲟⲩⲱⲛ ⲁⲩⲱ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲉ ϥ ⲛⲏⲩ ⲉ ⲡ ⲉⲥⲏⲧ ⲉϫⲱ ϥ ⲛ ⲧ ϩⲉ ⲛ ⲟⲩ ϭⲣⲟⲟⲙⲡⲉ,O O O O O O O O O substance substance O O O O place place O O O O O person person O O O O O O O O O O O O animal animal
ⲁⲩⲱ ⲟⲩ ⲥⲙⲏ ⲁ ⲥ ϣⲱⲡⲉ ⲉⲃⲟⲗ ϩⲛ ⲙ ⲡⲏⲩⲉ ϫⲉ ⲛⲧⲟⲕ ⲡⲉ ⲡⲁ ϣⲏⲣⲉ ⲡⲁ ⲙⲉⲣⲓⲧ ⲉⲛⲧ ⲁ ⲡⲁ ⲟⲩⲱϣ ϣⲱⲡⲉ ⲛϩⲏⲧ ⲕ,O abstract abstract O O O O O place place O O O person O O O O O abstract abstract O O person
ⲁⲩⲱ ⲧⲉ ⲩⲛⲟⲩ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲁ ϥ ϫⲓⲧ ϥ ⲉⲃⲟⲗ ⲉ ⲧ ⲉⲣⲏⲙⲟⲥ,O O O person person O O O O O O place place
ⲁⲩⲱ ⲛⲉ ϥ ϩⲛ ⲧ ⲉⲣⲏⲙⲟⲥ ⲛ ϩⲙⲉ ⲛ ϩⲟⲟⲩ ⲉⲣⲉ ⲡ ⲥⲁⲧⲁⲛⲁⲥ ⲡⲉⲓⲣⲁⲍⲉ ⲙⲙⲟ ϥ ⲉ ϥ ϣⲟⲟⲡ ⲙⲛ ⲛⲉ ⲑⲏⲣⲓⲟⲛ . ⲁⲩⲱ ⲛ ⲁⲅⲅⲉⲗⲟⲥ ⲛⲉ ⲩ ⲇⲓⲁⲕⲟⲛⲓ ⲛⲁ ϥ .,O O O O place place O time O time O person-Satan person-Satan O O O O O O O animal animal O O person person O O O O O O
ⲙⲛⲛⲥⲁ ⲛ ⲥⲉ ⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲛ ⲓⲱϩⲁⲛⲛⲏⲥ ⲁ ϥ ⲉⲓ ⲛϭⲓ ⲓⲏⲥⲟⲩⲥ ⲉ ⲧ ⲅⲁⲗⲓⲗⲁⲓⲁ ⲉ ϥ ⲕⲏⲣⲩⲥⲥⲉ ⲙ ⲡ ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ ⲙ ⲡ ⲛⲟⲩⲧⲉ,O O O O O person-John_the_Baptist O O O O person-Jesus O place-Galilee place-Galilee O O O O abstract O O person person
ϫⲉ ⲁ ⲡⲉ ⲩⲟⲉⲓϣ ϫⲱⲕ ⲉⲃⲟⲗ ⲁⲩⲱ ⲁ ⲥ ϩⲱⲛ ⲉϩⲟⲩⲛ ⲛϭⲓ ⲧ ⲙⲛⲧⲣⲣⲟ ⲙ ⲡ ⲛⲟⲩⲧⲉ ⲙⲉⲧⲁⲛⲟⲉⲓ ⲛ ⲧⲉⲧⲛ ⲡⲓⲥⲧⲉⲩⲉ ϩⲙ ⲡ ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ .,O O time time O O O O O O O O abstract O O person person O O O O O abstract abstract O
ⲁⲩⲱ ⲉ ϥ ⲙⲟⲟϣⲉ ϩⲁⲧⲛ ⲧⲉ ⲑⲁⲗⲁⲥⲥⲁ ⲛ ⲧ ⲅⲁⲗⲓⲗⲁⲓⲁ ⲁ ϥ ⲛⲁⲩ ⲉ ⲥⲓⲙⲱⲛ ⲛⲙ ⲁⲛⲇⲣⲉⲁⲥ ⲡ ⲥⲟⲛ ⲛ ⲥⲓⲙⲱⲛ ⲉ ⲩ ⲛⲟⲩϫϣⲛⲉ ⲉ ⲧⲉ ⲑⲁⲗⲁⲥⲥⲁ ⲛⲉ ϩⲉⲛ ⲟⲩⲱϩⲉ ⲅⲁⲣ ⲛⲉ .,O O O O O place O O place-Galilee place-Galilee O O O O person-Saint_Peter O person-Andrew_the_Apostle O O O person-Saint_Peter O O O O place place O person person O O O
ⲡⲉϫⲁ ϥ ⲛⲁ ⲩ ⲛϭⲓ ⲓⲏⲥⲟⲩⲥ ϫⲉ ⲁⲙⲏⲉⲓⲛ ⲟⲩⲉϩ ⲧⲏⲩⲧⲛ ⲛⲥⲱ ⲓ ⲁⲩⲱ ϯ ⲛⲁ ⲣ ⲧⲏⲩⲧⲛ ⲛ ⲟⲩⲱϩⲉ ⲛ ⲣⲉϥϭⲉⲡⲣⲱⲙⲉ .,O O O O O person-Jesus O O O O O O O O O O O O person O person O
ⲛ ⲧⲉ ⲩⲛⲟⲩ ⲇⲉ ⲁ ⲩ ⲕⲁ ⲛⲉⲩ ϣⲛⲏⲩ ⲁ ⲩ ⲟⲩⲁϩ ⲟⲩ ⲛⲥⲱ ϥ,O O O O O O O object object O O O O O O
ⲁⲩⲱ ⲛⲧⲉⲣⲉ ϥ ⲙⲟⲟϣⲉ ⲉ ⲧ ϩⲏ ⲛ ⲟⲩ ⲕⲟⲩⲉⲓ ⲁ ϥ ⲛⲁⲩ ⲉ ⲓⲁⲕⲱⲃⲟⲥ ⲡ ϣⲏⲣⲉ ⲛ ⲍⲉⲃⲉⲇⲁⲓⲟⲥ ⲛⲙ ⲓⲱϩⲁⲛⲛⲏⲥ ⲡⲉϥ ⲥⲟⲛ ⲛⲧⲟⲟⲩ ϩⲱ ⲟⲩ ⲉ ⲩ ϩⲙ ⲡ ϫⲟⲉⲓ ⲉ ⲩ ⲥⲟⲃⲧⲉ ⲛ ⲛⲉⲩ ϣⲛⲏⲩ,O O O O O place place O O O O O O O person-James_the_Great O O O person-Zebedee O person-John_the_Apostle O person-John_the_Apostle O O O O O O object object O O O O object object
ⲛ ⲧⲉ ⲩⲛⲟⲩ ⲁ ϥ ⲙⲟⲩⲧⲉ ⲉⲣⲟ ⲟⲩ ⲁⲩⲱ ⲁ ⲩ ⲕⲁ ⲡⲉⲩ ⲉⲓⲱⲧ ⲍⲉⲃⲉⲇⲁⲓⲟⲥ ϩⲙ ⲡ ϫⲟⲉⲓ ⲙⲛ ⲛ ϫⲁⲓⲃⲉⲕⲉ ⲁ ⲩ ⲃⲱⲕ ⲁ ⲩ ⲟⲩⲁϩ ⲟⲩ ⲛⲥⲱ ϥ,O O O O O O O O O O O O person-Zebedee O person-Zebedee O object object O person person O O O O O O O O O
ⲁ ⲩ ⲃⲱⲕ ⲇⲉ ⲉϩⲟⲩⲛ ⲉ ⲕⲁⲫⲁⲣⲛⲁⲟⲩⲙ ⲁⲩⲱ ⲛ ⲧⲉ ⲩⲛⲟⲩ ϩⲛ ⲛ ⲥⲁⲃⲃⲁⲧⲟⲛ ⲁ ϥ ϯⲥⲃⲱ ϩⲛ ⲧ ⲥⲩⲛⲁⲅⲱⲅⲏ,O O O O O O place-Capernaum O O O O O time time O O O O place place
ⲁⲩⲱ ⲁ ⲩ ⲣϣⲡⲏⲣⲉ ⲉϫⲛ ⲧⲉϥ ⲥⲃⲱ ⲉ ϥ ϯⲥⲃⲱ ⲅⲁⲣ ⲛⲁ ⲩ ⲛ ⲧ ϩⲉ ⲁⲛ ⲉⲧ ⲟⲩ ϯⲥⲃⲱ ⲛϭⲓ ⲛⲉ ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ϩⲱⲥ ⲉ ⲩⲛⲧ ϥ ⲧ ⲉⲝⲟⲩⲥⲓⲁ ⲙⲙⲁⲩ,O O O O O abstract abstract O O O O O O O O O O O O O O person person O O O O abstract abstract O
ⲁⲩⲱ ⲛ ⲧⲉ ⲩⲛⲟⲩ ⲛⲉ ⲩⲛ ⲟⲩ ⲣⲱⲙⲉ ϩⲛ ⲧ ⲥⲩⲛⲁⲅⲱⲅⲏ ⲉⲣⲉ ⲟⲩ ⲡⲛⲉⲩⲙⲁ ⲛ ⲁⲕⲁⲑⲁⲣⲧⲟⲛ ⲛⲙⲙⲁ ϥ ⲁⲩⲱ ⲁ ϥ ϫⲓϣⲕⲁⲕ ⲉⲃⲟⲗ,O O O O O O person person O place place O person O O person O O O O O O O
ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ϫⲉ ⲁϩⲣⲟ ⲕ ⲛⲙⲙⲁ ⲛ ⲓⲏⲥⲟⲩⲥ ⲡ ⲛⲁⲍⲱⲣⲁⲓⲟⲥ ⲛⲧ ⲁ ⲕ ⲉⲓ ⲉ ⲧⲁⲕⲟ ⲛ ϯ ⲥⲟⲟⲩⲛ ⲙⲙⲟ ⲕ ϫⲉ ⲛⲧⲕ ⲛⲓⲙ ⲛⲧⲕ ⲡ ⲉⲧ ⲟⲩⲁⲁⲃ ⲙ ⲡ ⲛⲟⲩⲧⲉ .,O O O O O O O O O O person-Jesus O person-Jesus O O O O O O O O O O O O O O O person O O O person person O
ⲁⲩⲱ ⲓⲏⲥⲟⲩⲥ ⲁ ϥ ⲉⲡⲓⲧⲓⲙⲁ ⲛⲁ ϥ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ϫⲉ ⲧⲙ ⲣⲱ ⲕ ⲛ ⲅ ⲉⲓ ⲉⲃⲟⲗ ⲙⲙⲟ ϥ,O person-Jesus O O O O O O O O O O O O object object O O O O O O
ⲁⲩⲱ ⲛⲧⲉⲣⲉ ⲡⲉ ⲡⲛⲉⲩⲙⲁ ⲛ ⲁⲕⲁⲑⲁⲣⲧⲟⲛ ⲣⲁϩⲧ ϥ ⲉ ⲡ ⲕⲁϩ ⲁⲩⲱ ⲁ ϥ ⲱϣ ⲉⲃⲟⲗ ϩⲛ ⲟⲩ ⲛⲟϭ ⲛ ϩⲣⲟⲟⲩ ⲁ ϥ ⲉⲓ ⲉⲃⲟⲗ ⲙⲙⲟ ϥ,O O person O O person O O O place place O O O O O O abstract O O abstract O O O O O O
ⲁⲩⲱ ⲁ ⲩ ⲣϩⲟⲧⲉ ⲧⲏⲣ ⲟⲩ ϩⲱⲥⲧⲉ ⲛ ⲥⲉ ϣⲁϫⲉ ⲙⲛ ⲛⲉⲩ ⲉⲣⲏⲩ ⲉ ⲩ ϫⲱ ⲙⲙⲟ ⲥ ϫⲉ ⲟⲩ ⲡⲉ ⲡⲁⲓ ⲉⲓⲥ ⲟⲩ ⲥⲃⲱ ⲛ ⲃⲣⲣⲉ ϩⲛ ⲟⲩ ⲉⲝⲟⲩⲥⲓⲁ ⲛ ⲕⲉ ⲡⲛⲉⲩⲙⲁ ⲛ ⲁⲕⲁⲑⲁⲣⲧⲟⲛ ϥ ⲟⲩⲉϩⲥⲁϩⲛⲉ ⲛⲁ ⲩ ⲁⲩⲱ ⲥⲉ ⲥⲱⲧⲙ ⲛⲥⲱ ϥ,O O O O O O O O O O O O O O O O O O O O O abstract O abstract O O abstract O O O person O O O person O O O O O O O O O
ⲁ ⲡⲉϥ ⲥⲟⲉⲓⲧ ⲃⲱⲕ ⲉⲃⲟⲗ ⲛ ⲧⲉ ⲩⲛⲟⲩ ϩⲙ ⲙⲁ ⲛⲓⲙ ⲙ ⲡ ⲕⲱⲧⲉ ⲧⲏⲣ ϥ ⲛ ⲧ ⲅⲁⲗⲓⲗⲁⲓⲁ .,O abstract abstract O O O O O O place O O place O O O O place-Galilee place-Galilee O
ⲛ ⲧⲉ ⲩⲛⲟⲩ ⲇⲉ ⲛⲧⲉⲣ ⲟⲩ ⲉⲓ ⲉⲃⲟⲗ ϩⲛ ⲧ ⲥⲩⲛⲁⲅⲱⲅⲏ ⲁ ϥ ⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉ ⲡ ⲏⲓ ⲛ ⲥⲓⲙⲱⲛ ⲙⲛ ⲁⲛⲇⲣⲉⲁⲥ ⲛⲙ ⲓⲁⲕⲱⲃⲟⲥ ⲛⲙ ⲓⲱϩⲁⲛⲛⲏⲥ,O O O O O O O O O place place O O O O O place O O person-Saint_Peter O person-Andrew_the_Apostle O person-James_the_Great O person-John_the_Baptist
ⲧ ϣⲱⲙⲉ ⲇⲉ ⲛ ⲥⲓⲙⲱⲛ ⲛⲉ ⲥ ⲛⲏϫ ⲉ ⲥ ϩⲏⲙ . ⲁⲩⲱ ⲛ ⲧⲉ ⲩⲛⲟⲩ ⲁ ⲩ ϣⲁϫⲉ ⲛⲙⲙⲁ ϥ ⲉⲧⲃⲏⲏⲧ ⲥ .,person O O O person-Saint_Peter O O O O O O O O O O O O O O O O O O O
ⲁ ϥ ϯ ⲡⲉϥ ⲟⲩⲟⲉⲓ ⲇⲉ ⲉⲣⲟ ⲥ ⲁ ϥ ⲧⲟⲩⲛⲟⲥ ⲉ ⲁ ϥ ⲁⲙⲁϩⲧⲉ ⲛ ⲧⲉⲥ ϭⲓϫ ⲁⲩⲱ ⲡⲉ ϩⲙⲟⲙ ⲁ ϥ ⲗⲟ ϩⲓⲱⲱ ⲥ ⲁ ⲥ ⲇⲓⲁⲕⲟⲛⲓ ⲛⲁ ⲩ .,O O O abstract abstract O O O O O O O O O O O object object O abstract abstract O O O O O O O O O O O
